,Conditions,Date,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (EDT),Time (EST),Visibility,Wind Dir,Wind Speed,Windchill
4934,Clear,"Jun. 13, 2017",64.0 °F,,-,93.3 °F,39%,,29.82 in,91.9 °F,4:51 PM,,10.0 mi,Variable,4.6 mph,
4935,Partly Cloudy,"Jun. 13, 2017",64.9 °F,,-,93.0 °F,42%,,29.81 in,91.0 °F,5:51 PM,,10.0 mi,North,-,
4936,Partly Cloudy,"Jun. 13, 2017",62.1 °F,,-,91.5 °F,38%,,29.81 in,91.0 °F,6:51 PM,,10.0 mi,Variable,3.5 mph,
4937,Clear,"Jun. 13, 2017",60.1 °F,,-,90.5 °F,35%,,29.83 in,91.0 °F,7:51 PM,,10.0 mi,WNW,6.9 mph,
4938,Clear,"Jun. 13, 2017",66.0 °F,,-,90.3 °F,48%,,29.84 in,88.0 °F,8:51 PM,,10.0 mi,Variable,4.6 mph,
4939,Clear,"Jun. 13, 2017",68.0 °F,,-,87.0 °F,58%,,29.87 in,84.0 °F,9:51 PM,,10.0 mi,Calm,Calm,
4940,Clear,"Jun. 13, 2017",66.0 °F,,-,87.1 °F,53%,,29.86 in,84.9 °F,10:51 PM,,10.0 mi,NNE,3.5 mph,
4941,Overcast,"Jun. 13, 2017",66.0 °F,,-,86.3 °F,55%,,29.88 in,84.0 °F,11:51 PM,,10.0 mi,WNW,3.5 mph,
4942,Overcast,"Jun. 14, 2017",66.9 °F,,-,84.5 °F,60%,0.00 in,29.88 in,82.0 °F,12:51 AM,,10.0 mi,Variable,6.9 mph,
4943,Mostly Cloudy,"Jun. 14, 2017",64.9 °F,,-,81.9 °F,60%,,29.89 in,80.1 °F,1:51 AM,,10.0 mi,NE,8.1 mph,
4944,Mostly Cloudy,"Jun. 14, 2017",64.0 °F,,-,-,62%,,29.88 in,78.1 °F,2:51 AM,,10.0 mi,Variable,4.6 mph,
4945,Light Rain,"Jun. 14, 2017",66.9 °F,Rain,-,-,84%,0.00 in,29.91 in,72.0 °F,3:51 AM,,10.0 mi,NE,4.6 mph,
4946,Light Rain,"Jun. 14, 2017",66.0 °F,Rain,-,-,79%,0.00 in,29.91 in,73.0 °F,4:51 AM,,8.0 mi,ENE,10.4 mph,
4947,Overcast,"Jun. 14, 2017",69.1 °F,,-,-,93%,0.06 in,29.94 in,71.1 °F,5:51 AM,,6.0 mi,NE,3.5 mph,
4948,Overcast,"Jun. 14, 2017",69.1 °F,,-,-,93%,,29.96 in,71.1 °F,6:51 AM,,8.0 mi,Variable,4.6 mph,
4949,Heavy Rain,"Jun. 14, 2017",68.0 °F,Rain,-,-,93%,0.02 in,30.01 in,70.0 °F,7:36 AM,,1.8 mi,Variable,6.9 mph,
4950,Heavy Rain,"Jun. 14, 2017",68.0 °F,"Fog 	, Rain",-,-,96%,0.21 in,29.99 in,69.1 °F,7:51 AM,,0.5 mi,Variable,5.8 mph,
4951,Light Rain,"Jun. 14, 2017",68.0 °F,Rain,-,-,96%,0.02 in,30.01 in,69.1 °F,7:59 AM,,2.5 mi,Calm,Calm,
4952,Light Rain,"Jun. 14, 2017",68.0 °F,Rain,-,-,96%,0.02 in,30.01 in,69.1 °F,8:09 AM,,3.0 mi,Calm,Calm,
4953,Overcast,"Jun. 14, 2017",66.9 °F,,-,-,93%,0.02 in,30.02 in,69.1 °F,8:18 AM,,8.0 mi,Variable,3.5 mph,
4954,Overcast,"Jun. 14, 2017",66.9 °F,,-,-,93%,0.02 in,30.02 in,69.1 °F,8:29 AM,,7.0 mi,Calm,Calm,
4955,Overcast,"Jun. 14, 2017",69.1 °F,,-,-,97%,0.02 in,30.02 in,70.0 °F,8:38 AM,,6.0 mi,Calm,Calm,
4956,Overcast,"Jun. 14, 2017",69.1 °F,,-,-,97%,0.02 in,30.00 in,70.0 °F,8:51 AM,,6.0 mi,ENE,6.9 mph,
4957,Scattered Clouds,"Jun. 14, 2017",64.9 °F,,-,-,78%,,30.00 in,72.0 °F,9:51 AM,,9.0 mi,ESE,6.9 mph,
4958,Mostly Cloudy,"Jun. 14, 2017",63.0 °F,,-,-,66%,,30.00 in,75.0 °F,10:51 AM,,10.0 mi,Variable,6.9 mph,
4959,Mostly Cloudy,"Jun. 14, 2017",61.0 °F,,-,-,56%,,30.00 in,78.1 °F,11:51 AM,,10.0 mi,Variable,3.5 mph,
4960,Scattered Clouds,"Jun. 14, 2017",60.1 °F,,-,80.9 °F,50%,,29.99 in,80.1 °F,12:51 PM,,10.0 mi,ENE,6.9 mph,
4961,Clear,"Jun. 14, 2017",61.0 °F,,-,84.4 °F,46%,,29.98 in,84.0 °F,1:51 PM,,10.0 mi,Variable,5.8 mph,
4962,Partly Cloudy,"Jun. 14, 2017",64.9 °F,,-,82.7 °F,58%,,29.96 in,81.0 °F,2:51 PM,,10.0 mi,Calm,Calm,
4963,Clear,"Jun. 14, 2017",63.0 °F,,-,-,60%,,29.96 in,78.1 °F,3:51 PM,,10.0 mi,Variable,4.6 mph,
4964,Clear,"Jun. 14, 2017",57.0 °F,,-,-,48%,,29.98 in,78.1 °F,4:51 PM,,10.0 mi,Variable,4.6 mph,
4965,Clear,"Jun. 14, 2017",51.1 °F,,-,-,42%,,29.96 in,75.9 °F,5:51 PM,,10.0 mi,Variable,6.9 mph,
4966,Clear,"Jun. 14, 2017",53.1 °F,,-,-,48%,,29.97 in,73.9 °F,6:51 PM,,10.0 mi,Variable,5.8 mph,
4967,Clear,"Jun. 14, 2017",48.9 °F,,-,-,42%,,29.98 in,73.0 °F,7:51 PM,,10.0 mi,Variable,5.8 mph,
4968,Clear,"Jun. 14, 2017",46.9 °F,,-,-,42%,,29.99 in,71.1 °F,8:51 PM,,10.0 mi,Variable,4.6 mph,
4969,Clear,"Jun. 14, 2017",48.9 °F,,-,-,47%,,30.01 in,70.0 °F,9:51 PM,,10.0 mi,Variable,3.5 mph,
4970,Clear,"Jun. 14, 2017",48.0 °F,,-,-,46%,,30.04 in,70.0 °F,10:51 PM,,10.0 mi,Calm,Calm,
4971,Clear,"Jun. 14, 2017",50.0 °F,,-,-,51%,,30.03 in,69.1 °F,11:51 PM,,10.0 mi,Calm,Calm,
4972,Clear,"Jun. 15, 2017",46.9 °F,,-,,45%,,30.03 in,69.1 °F,12:51 AM,,10.0 mi,SW,3.5 mph,
4973,Clear,"Jun. 15, 2017",50.0 °F,,-,,52%,,30.03 in,68.0 °F,1:51 AM,,10.0 mi,Calm,Calm,
4974,Clear,"Jun. 15, 2017",48.0 °F,,-,,49%,,30.03 in,68.0 °F,2:51 AM,,10.0 mi,Calm,Calm,
4975,Clear,"Jun. 15, 2017",54.0 °F,,-,,65%,,30.02 in,66.0 °F,3:51 AM,,10.0 mi,Calm,Calm,
4976,Clear,"Jun. 15, 2017",55.9 °F,,-,,70%,,30.02 in,66.0 °F,4:51 AM,,10.0 mi,Variable,4.6 mph,
4977,Clear,"Jun. 15, 2017",57.0 °F,,-,,75%,,30.04 in,64.9 °F,5:51 AM,,10.0 mi,ESE,4.6 mph,
4978,Clear,"Jun. 15, 2017",57.9 °F,,-,,75%,,30.04 in,66.0 °F,6:51 AM,,10.0 mi,Calm,Calm,
4979,Scattered Clouds,"Jun. 15, 2017",54.0 °F,,-,,58%,,30.05 in,69.1 °F,7:51 AM,,10.0 mi,SSE,4.6 mph,
4980,Overcast,"Jun. 15, 2017",54.0 °F,,-,,57%,,30.06 in,70.0 °F,8:51 AM,,10.0 mi,Variable,3.5 mph,
4981,Mostly Cloudy,"Jun. 15, 2017",52.0 °F,,-,,51%,,30.06 in,71.1 °F,9:51 AM,,10.0 mi,Variable,5.8 mph,
4982,Mostly Cloudy,"Jun. 15, 2017",54.0 °F,,-,,53%,,30.07 in,72.0 °F,10:51 AM,,10.0 mi,Variable,3.5 mph,
4983,Scattered Clouds,"Jun. 15, 2017",51.1 °F,,-,,45%,,30.07 in,73.9 °F,11:51 AM,,10.0 mi,Variable,5.8 mph,
4984,Scattered Clouds,"Jun. 15, 2017",53.1 °F,,-,,46%,,30.06 in,75.0 °F,12:51 PM,,10.0 mi,Variable,6.9 mph,
4985,Partly Cloudy,"Jun. 15, 2017",50.0 °F,,-,,41%,,30.06 in,75.0 °F,1:51 PM,,10.0 mi,Variable,6.9 mph,
4986,Clear,"Jun. 15, 2017",48.9 °F,,-,,41%,,30.04 in,73.9 °F,2:51 PM,,10.0 mi,Variable,5.8 mph,
4987,Clear,"Jun. 15, 2017",50.0 °F,,-,,43%,,30.04 in,73.9 °F,3:51 PM,,10.0 mi,Variable,3.5 mph,
4988,Clear,"Jun. 15, 2017",50.0 °F,,-,,46%,,30.03 in,72.0 °F,4:51 PM,,10.0 mi,South,8.1 mph,
4989,Clear,"Jun. 15, 2017",51.1 °F,,-,,49%,,30.02 in,71.1 °F,5:51 PM,,10.0 mi,North,-,
4990,Clear,"Jun. 15, 2017",53.1 °F,,-,,57%,,30.02 in,69.1 °F,6:51 PM,,10.0 mi,North,-,
4991,Partly Cloudy,"Jun. 15, 2017",53.1 °F,,16.1 mph,,59%,,30.03 in,68.0 °F,7:51 PM,,10.0 mi,SSE,9.2 mph,
4992,Clear,"Jun. 15, 2017",54.0 °F,,-,,63%,,30.03 in,66.9 °F,8:51 PM,,10.0 mi,North,-,
4993,Clear,"Jun. 15, 2017",54.0 °F,,-,,65%,,30.04 in,66.0 °F,9:51 PM,,10.0 mi,North,-,
4994,Clear,"Jun. 15, 2017",55.0 °F,,-,,70%,,30.04 in,64.9 °F,10:51 PM,,10.0 mi,North,-,
4995,Clear,"Jun. 15, 2017",55.0 °F,,-,,70%,,30.04 in,64.9 °F,11:51 PM,,10.0 mi,Calm,Calm,
4996,Clear,"Jun. 16, 2017",55.9 °F,,-,,73%,,30.04 in,64.9 °F,12:51 AM,,10.0 mi,SSE,6.9 mph,
4997,Clear,"Jun. 16, 2017",57.0 °F,,-,,78%,,30.02 in,64.0 °F,1:51 AM,,10.0 mi,Variable,4.6 mph,
4998,Partly Cloudy,"Jun. 16, 2017",57.0 °F,,-,,78%,,30.01 in,64.0 °F,2:51 AM,,10.0 mi,Variable,3.5 mph,
4999,Partly Cloudy,"Jun. 16, 2017",57.0 °F,,-,,78%,,30.00 in,64.0 °F,3:51 AM,,10.0 mi,Variable,5.8 mph,
5000,Mostly Cloudy,"Jun. 16, 2017",57.9 °F,,-,,80%,,30.00 in,64.0 °F,4:51 AM,,10.0 mi,East,4.6 mph,
5001,Mostly Cloudy,"Jun. 16, 2017",57.9 °F,,-,,80%,,30.00 in,64.0 °F,5:51 AM,,10.0 mi,ESE,6.9 mph,
5002,Overcast,"Jun. 16, 2017",59.0 °F,,-,,78%,,30.00 in,66.0 °F,6:51 AM,,10.0 mi,Variable,5.8 mph,
5003,Overcast,"Jun. 16, 2017",59.0 °F,,-,,76%,,30.00 in,66.9 °F,7:51 AM,,10.0 mi,Variable,5.8 mph,
5004,Overcast,"Jun. 16, 2017",59.0 °F,,-,,73%,,30.02 in,68.0 °F,8:12 AM,,10.0 mi,Variable,5.8 mph,
5005,Overcast,"Jun. 16, 2017",60.1 °F,,-,,79%,,29.99 in,66.9 °F,8:51 AM,,10.0 mi,East,5.8 mph,
5006,Overcast,"Jun. 16, 2017",60.1 °F,,-,,79%,,30.01 in,66.9 °F,9:32 AM,,10.0 mi,Variable,4.6 mph,
5007,Overcast,"Jun. 16, 2017",61.0 °F,,-,,78%,,29.99 in,68.0 °F,10:51 AM,,10.0 mi,Variable,4.6 mph,
5008,Overcast,"Jun. 16, 2017",62.1 °F,,-,,81%,,29.98 in,68.0 °F,11:51 AM,,10.0 mi,SE,5.8 mph,
5009,Overcast,"Jun. 16, 2017",62.1 °F,,-,,84%,,29.97 in,66.9 °F,12:51 PM,,9.0 mi,ESE,5.8 mph,
5010,Overcast,"Jun. 16, 2017",62.1 °F,,-,,81%,,30.00 in,68.0 °F,1:11 PM,,10.0 mi,Variable,5.8 mph,
5011,Haze,"Jun. 16, 2017",62.1 °F,,-,,84%,,29.96 in,66.9 °F,1:51 PM,,6.0 mi,Variable,4.6 mph,
5012,Haze,"Jun. 16, 2017",63.0 °F,,-,,84%,,29.95 in,68.0 °F,2:51 PM,,6.0 mi,ENE,9.2 mph,
5013,Overcast,"Jun. 16, 2017",63.0 °F,,-,,84%,,29.94 in,68.0 °F,3:51 PM,,8.0 mi,ENE,5.8 mph,
5014,Overcast,"Jun. 16, 2017",62.1 °F,,-,,84%,,29.93 in,66.9 °F,4:51 PM,,8.0 mi,ENE,5.8 mph,
5015,Overcast,"Jun. 16, 2017",62.1 °F,,-,,87%,,29.94 in,66.0 °F,5:51 PM,,8.0 mi,Variable,5.8 mph,
5016,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.94 in,66.0 °F,6:51 PM,,8.0 mi,ENE,4.6 mph,
5017,Overcast,"Jun. 16, 2017",62.1 °F,,-,,87%,,29.94 in,66.0 °F,7:51 PM,,7.0 mi,ENE,4.6 mph,
5018,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.94 in,66.0 °F,8:51 PM,,8.0 mi,ENE,4.6 mph,
5019,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.94 in,66.0 °F,9:51 PM,,7.0 mi,Variable,3.5 mph,
5020,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.96 in,66.0 °F,10:22 PM,,6.0 mi,ENE,5.8 mph,
5021,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.93 in,66.0 °F,10:51 PM,,8.0 mi,ENE,6.9 mph,
5022,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.97 in,66.0 °F,11:13 PM,,8.0 mi,ENE,5.8 mph,
5023,Overcast,"Jun. 16, 2017",63.0 °F,,-,,90%,,29.95 in,66.0 °F,11:51 PM,,6.0 mi,Variable,3.5 mph,
5024,Overcast,"Jun. 17, 2017",63.0 °F,,-,,90%,,29.96 in,66.0 °F,12:37 AM,,4.0 mi,ENE,5.8 mph,
5025,Overcast,"Jun. 17, 2017",63.0 °F,,-,,90%,,29.94 in,66.0 °F,12:51 AM,,4.0 mi,East,4.6 mph,
5026,Overcast,"Jun. 17, 2017",64.0 °F,,-,,93%,,29.93 in,66.0 °F,1:51 AM,,7.0 mi,Calm,Calm,
5027,Overcast,"Jun. 17, 2017",63.0 °F,,-,,90%,,29.92 in,66.0 °F,2:51 AM,,7.0 mi,Variable,3.5 mph,
5028,Overcast,"Jun. 17, 2017",63.0 °F,,-,,90%,,29.95 in,66.0 °F,3:02 AM,,6.0 mi,ENE,3.5 mph,
5029,Overcast,"Jun. 17, 2017",64.0 °F,,-,,93%,,29.93 in,66.0 °F,3:51 AM,,7.0 mi,Calm,Calm,
5030,Overcast,"Jun. 17, 2017",64.0 °F,,-,,93%,,29.95 in,66.0 °F,4:26 AM,,8.0 mi,Calm,Calm,
5031,Overcast,"Jun. 17, 2017",63.0 °F,,-,,90%,,29.93 in,66.0 °F,4:51 AM,,8.0 mi,Calm,Calm,
5032,Overcast,"Jun. 17, 2017",64.0 °F,,-,,90%,,29.93 in,66.9 °F,5:51 AM,,8.0 mi,ENE,3.5 mph,
5033,Overcast,"Jun. 17, 2017",64.0 °F,,-,,90%,,29.93 in,66.9 °F,6:51 AM,,6.0 mi,Calm,Calm,
5034,Light Rain,"Jun. 17, 2017",64.0 °F,Rain,-,,87%,0.00 in,29.94 in,68.0 °F,7:51 AM,,6.0 mi,SE,3.5 mph,
5035,Overcast,"Jun. 17, 2017",64.9 °F,,-,,87%,0.00 in,29.96 in,69.1 °F,8:51 AM,,6.0 mi,Calm,Calm,
5036,Overcast,"Jun. 17, 2017",64.9 °F,,-,,81%,,29.95 in,71.1 °F,9:51 AM,,7.0 mi,ESE,4.6 mph,
5037,Overcast,"Jun. 17, 2017",64.9 °F,,-,,78%,,29.98 in,72.0 °F,10:04 AM,,7.0 mi,Calm,Calm,
5038,Overcast,"Jun. 17, 2017",66.0 °F,,-,,79%,,29.94 in,73.0 °F,10:51 AM,,8.0 mi,Variable,3.5 mph,
5039,Mostly Cloudy,"Jun. 17, 2017",66.0 °F,,-,,79%,,29.97 in,73.0 °F,11:20 AM,,9.0 mi,Variable,4.6 mph,
5040,Light Rain,"Jun. 17, 2017",66.0 °F,Rain,-,,81%,0.00 in,29.95 in,72.0 °F,11:51 AM,,8.0 mi,Calm,Calm,
5041,Rain,"Jun. 17, 2017",66.9 °F,Rain,-,,90%,0.03 in,29.98 in,70.0 °F,12:14 PM,,1.8 mi,Calm,Calm,
5042,Heavy Rain,"Jun. 17, 2017",68.0 °F,"Fog 	, Rain",-,,93%,0.17 in,29.98 in,70.0 °F,12:35 PM,,0.5 mi,Calm,Calm,
5043,Heavy Rain,"Jun. 17, 2017",68.0 °F,"Fog 	, Rain",-,,93%,0.32 in,29.96 in,70.0 °F,12:51 PM,,0.5 mi,Calm,Calm,
5044,Light Rain,"Jun. 17, 2017",68.0 °F,Rain,-,,94%,0.55 in,29.97 in,69.8 °F,1:47 PM,,1.0 mi,Variable,3.5 mph,
5045,Rain,"Jun. 17, 2017",68.0 °F,Rain,-,,96%,0.55 in,29.95 in,69.1 °F,1:51 PM,,0.8 mi,Variable,3.5 mph,
5046,Heavy Rain,"Jun. 17, 2017",68.0 °F,"Fog 	, Rain",-,,96%,0.34 in,29.97 in,69.1 °F,2:09 PM,,0.5 mi,Variable,4.6 mph,
5047,Light Rain,"Jun. 17, 2017",68.0 °F,Rain,-,,96%,0.50 in,29.97 in,69.1 °F,2:24 PM,,1.2 mi,Variable,3.5 mph,
5048,Rain,"Jun. 17, 2017",68.0 °F,Rain,-,,96%,0.52 in,29.97 in,69.1 °F,2:33 PM,,3.0 mi,Variable,4.6 mph,
5049,Overcast,"Jun. 17, 2017",69.1 °F,,-,,97%,0.52 in,29.95 in,70.0 °F,2:51 PM,,6.0 mi,Variable,4.6 mph,
5050,Overcast,"Jun. 17, 2017",69.1 °F,,-,,93%,,29.94 in,71.1 °F,3:51 PM,,8.0 mi,Variable,4.6 mph,
5051,Mostly Cloudy,"Jun. 17, 2017",70.0 °F,,-,,93%,,29.95 in,72.0 °F,4:38 PM,,8.0 mi,Variable,3.5 mph,
5052,Overcast,"Jun. 17, 2017",69.1 °F,,-,,91%,,29.93 in,72.0 °F,4:51 PM,,8.0 mi,Calm,Calm,
5053,Overcast,"Jun. 17, 2017",69.1 °F,,-,,91%,,29.94 in,72.0 °F,5:37 PM,,6.0 mi,Variable,3.5 mph,
5054,Overcast,"Jun. 17, 2017",69.1 °F,,-,,91%,,29.91 in,72.0 °F,5:51 PM,,7.0 mi,SSE,5.8 mph,
5055,Overcast,"Jun. 17, 2017",69.1 °F,,-,,91%,,29.94 in,72.0 °F,6:19 PM,,6.0 mi,Calm,Calm,
5056,Overcast,"Jun. 17, 2017",68.0 °F,,-,,87%,,29.92 in,72.0 °F,6:51 PM,,7.0 mi,South,4.6 mph,
5057,Mostly Cloudy,"Jun. 17, 2017",68.0 °F,,-,,87%,,29.94 in,72.0 °F,7:17 PM,,6.0 mi,Calm,Calm,
5058,Overcast,"Jun. 17, 2017",68.0 °F,,-,,90%,,29.92 in,71.1 °F,7:51 PM,,6.0 mi,Calm,Calm,
5059,Overcast,"Jun. 17, 2017",68.0 °F,,-,,93%,,29.93 in,70.0 °F,8:51 PM,,7.0 mi,Variable,3.5 mph,
5060,Overcast,"Jun. 17, 2017",68.0 °F,,-,,96%,,29.95 in,69.1 °F,9:24 PM,,5.0 mi,Variable,4.6 mph,
5061,Overcast,"Jun. 17, 2017",68.0 °F,,-,,96%,,29.93 in,69.1 °F,9:51 PM,,5.0 mi,Calm,Calm,
5062,Overcast,"Jun. 17, 2017",68.0 °F,,-,,93%,,29.95 in,70.0 °F,10:03 PM,,4.0 mi,Calm,Calm,
5063,Overcast,"Jun. 17, 2017",68.0 °F,,-,,96%,,29.95 in,69.1 °F,10:22 PM,,4.0 mi,Variable,3.5 mph,
5064,Overcast,"Jun. 17, 2017",68.0 °F,,-,,96%,,29.93 in,69.1 °F,10:51 PM,,2.5 mi,Variable,3.5 mph,
5065,Overcast,"Jun. 17, 2017",68.0 °F,,-,,93%,,29.93 in,70.0 °F,11:51 PM,,2.5 mi,Variable,3.5 mph,
5066,Overcast,"Jun. 18, 2017",68.0 °F,,-,-,93%,,29.95 in,70.0 °F,12:03 AM,,1.8 mi,Calm,Calm,
5067,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.94 in,70.0 °F,12:20 AM,,1.5 mi,SSE,3.5 mph,
5068,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.94 in,70.0 °F,12:35 AM,,2.5 mi,Calm,Calm,
5069,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.91 in,70.0 °F,12:51 AM,,2.0 mi,Calm,Calm,
5070,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.92 in,70.0 °F,1:44 AM,,3.0 mi,Variable,3.5 mph,
5071,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.89 in,70.0 °F,1:51 AM,,3.0 mi,Variable,3.5 mph,
5072,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,97%,,29.90 in,70.0 °F,2:06 AM,,2.5 mi,Calm,Calm,
5073,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.89 in,71.1 °F,2:51 AM,,2.5 mi,Calm,Calm,
5074,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.91 in,71.1 °F,2:56 AM,,2.5 mi,Calm,Calm,
5075,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.91 in,71.1 °F,3:11 AM,,3.0 mi,Calm,Calm,
5076,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.88 in,71.1 °F,3:51 AM,,4.0 mi,Calm,Calm,
5077,Mostly Cloudy,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.90 in,71.1 °F,4:30 AM,,3.0 mi,Calm,Calm,
5078,Overcast,"Jun. 18, 2017",69.1 °F,,-,-,93%,,29.88 in,71.1 °F,4:51 AM,,3.0 mi,Calm,Calm,
5079,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,96%,,29.91 in,71.1 °F,5:01 AM,,3.0 mi,Calm,Calm,
5080,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,96%,,29.91 in,71.1 °F,5:18 AM,,3.0 mi,Calm,Calm,
5081,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,93%,,29.91 in,72.0 °F,5:44 AM,,4.0 mi,Calm,Calm,
5082,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,93%,,29.89 in,72.0 °F,5:51 AM,,4.0 mi,Calm,Calm,
5083,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,93%,,29.91 in,72.0 °F,6:09 AM,,2.5 mi,Calm,Calm,
5084,Overcast,"Jun. 18, 2017",70.0 °F,,-,-,93%,,29.89 in,72.0 °F,6:51 AM,,2.5 mi,Variable,3.5 mph,
5085,Overcast,"Jun. 18, 2017",71.1 °F,,-,-,93%,,29.92 in,73.0 °F,7:16 AM,,3.0 mi,Calm,Calm,
5086,Overcast,"Jun. 18, 2017",71.1 °F,,-,-,93%,,29.92 in,73.0 °F,7:32 AM,,4.0 mi,Variable,3.5 mph,
5087,Overcast,"Jun. 18, 2017",71.1 °F,,-,-,91%,,29.90 in,73.9 °F,7:51 AM,,5.0 mi,Variable,3.5 mph,
5088,Overcast,"Jun. 18, 2017",72.0 °F,,-,-,84%,,29.90 in,77.0 °F,8:51 AM,,9.0 mi,Calm,Calm,
5089,Overcast,"Jun. 18, 2017",73.0 °F,,-,-,88%,,29.93 in,77.0 °F,9:36 AM,,9.0 mi,Calm,Calm,
5090,Overcast,"Jun. 18, 2017",72.0 °F,,-,-,84%,,29.90 in,77.0 °F,9:51 AM,,9.0 mi,Variable,4.6 mph,
5091,Mostly Cloudy,"Jun. 18, 2017",73.0 °F,,-,84.2 °F,79%,0.00 in,29.89 in,80.1 °F,10:51 AM,,8.0 mi,Variable,3.5 mph,
5092,Mostly Cloudy,"Jun. 18, 2017",73.0 °F,,-,87.4 °F,74%,,29.87 in,82.0 °F,11:51 AM,,10.0 mi,Variable,6.9 mph,
5093,Scattered Clouds,"Jun. 18, 2017",73.0 °F,,-,87.4 °F,74%,,29.89 in,82.0 °F,11:58 AM,,10.0 mi,South,5.8 mph,
5094,Partly Cloudy,"Jun. 18, 2017",73.9 °F,,-,91.2 °F,72%,,29.86 in,84.0 °F,12:51 PM,,10.0 mi,SSW,5.8 mph,
5095,Clear,"Jun. 18, 2017",73.0 °F,,-,90.2 °F,69%,,29.84 in,84.0 °F,1:51 PM,,10.0 mi,Variable,5.8 mph,
5096,Clear,"Jun. 18, 2017",73.0 °F,,-,88.8 °F,72%,,29.83 in,82.9 °F,2:51 PM,,10.0 mi,Variable,4.6 mph,
5097,Scattered Clouds,"Jun. 18, 2017",72.0 °F,,-,85.2 °F,74%,,29.81 in,81.0 °F,3:51 PM,,9.0 mi,Variable,5.8 mph,
5098,Clear,"Jun. 18, 2017",72.0 °F,,-,86.7 °F,71%,,29.78 in,82.0 °F,4:51 PM,,10.0 mi,North,-,
5099,Partly Cloudy,"Jun. 18, 2017",72.0 °F,,-,85.2 °F,74%,,29.77 in,81.0 °F,5:51 PM,,9.0 mi,Variable,5.8 mph,
5100,Mostly Cloudy,"Jun. 18, 2017",71.1 °F,,-,86.3 °F,69%,,29.78 in,82.0 °F,6:51 PM,,10.0 mi,Variable,3.5 mph,
5101,Partly Cloudy,"Jun. 18, 2017",71.1 °F,,-,83.6 °F,74%,,29.79 in,80.1 °F,7:51 PM,,10.0 mi,Variable,4.6 mph,
5102,Clear,"Jun. 18, 2017",71.1 °F,,-,-,77%,,29.78 in,79.0 °F,8:51 PM,,10.0 mi,Variable,5.8 mph,
5103,Clear,"Jun. 18, 2017",71.1 °F,,-,-,79%,,29.80 in,78.1 °F,9:51 PM,,10.0 mi,Variable,4.6 mph,
5104,Clear,"Jun. 18, 2017",72.0 °F,,-,-,84%,,29.83 in,77.0 °F,10:51 PM,,10.0 mi,South,3.5 mph,
5105,Clear,"Jun. 18, 2017",72.0 °F,,-,-,81%,,29.83 in,78.1 °F,11:51 PM,,10.0 mi,Variable,4.6 mph,
5106,Clear,"Jun. 19, 2017",72.0 °F,,-,-,84%,,29.82 in,77.0 °F,12:51 AM,,10.0 mi,Calm,Calm,
5107,Clear,"Jun. 19, 2017",72.0 °F,,-,-,84%,,29.81 in,77.0 °F,1:51 AM,,10.0 mi,Calm,Calm,
5108,Clear,"Jun. 19, 2017",72.0 °F,,-,-,84%,,29.81 in,77.0 °F,2:51 AM,,10.0 mi,Variable,3.5 mph,
5109,Clear,"Jun. 19, 2017",72.0 °F,,-,-,81%,,29.81 in,78.1 °F,3:51 AM,,10.0 mi,WSW,3.5 mph,
5110,Clear,"Jun. 19, 2017",72.0 °F,,-,-,81%,,29.82 in,78.1 °F,4:51 AM,,10.0 mi,Calm,Calm,
5111,Mostly Cloudy,"Jun. 19, 2017",72.0 °F,,-,-,81%,,29.83 in,78.1 °F,5:51 AM,,10.0 mi,Variable,5.8 mph,
5112,Mostly Cloudy,"Jun. 19, 2017",73.0 °F,,-,-,84%,,29.84 in,78.1 °F,6:51 AM,,10.0 mi,Variable,4.6 mph,
5113,Mostly Cloudy,"Jun. 19, 2017",73.0 °F,,-,-,84%,,29.87 in,78.1 °F,7:17 AM,,9.0 mi,Variable,3.5 mph,
5114,Mostly Cloudy,"Jun. 19, 2017",73.4 °F,,-,-,83%,,29.87 in,78.8 °F,7:30 AM,,9.0 mi,Calm,Calm,
